"Sample" "Par" "Lat" "Long" "Landuse" "Succession" "Stage" "Ecosystem_type" "Date.collected" "Parent_material" "Distance" "Soil_water" "BD" "pH" "P" "K" "Mg" "Ca" "Al" "Fe" "Tot_C" "Tot_N" "C.N" "d15N" "d13C" "C.stock" "NH4" "NO3" "N_min" "NH4_t28" "NO3_t28" "N_min_t28" "NH4_mineralized" "NO3_mineralized" "N_min_mineralized" "Klimatnr.precip" "MAT" "MAP" "LDMC" "Leaf_C.N" "Litter_C" "Litter_C.N" "Litter_N" "Litter_P" "LN" "Leaf_lignin" "Lignin.N" "Basal_resp" "Glycine_resp" "Lignin_resp" "AY_resp" "OA_resp" "Glucose_resp" "Chitin_resp" "No_genomes" "Copy_16S" "AGS" "Max_GR" "abundance_16S" "abundance_ITS" "FB_abundance"
"85" "Sample_085" 49 67.7913888888889 23.1780555555556 "Forest" "Forest" 4 "Forest" "22-aug" "Moraine" 3303.7830652285 161.751775448089 0.166882818575745 4.7 9.6 6.8 2.6 13 80 56 6.71 0.169 39.7 2.64 -28.72 NA 6 0 6 7.5 0 7.5 1.5 0 1.5 182890 -0.168447566144 602.063124103 506.794267457561 38.3891689459155 556.284995997655 122 7.06631513888889 0.590525684816245 14.1266124644319 162.15976112433 11.4790266620973 0.318 0.685061009069019 0.17724212678664 1.44372190268668 3.2781599290989 1.25313943270682 0.185986060694517 517.1002921 2.007143119 2.846804039 0.223850962 4.68719333943415 3.15403619861344 0.672905077773942
"86" "Sample_086" 49 67.7647222222222 23.2125 "Abandoned grassland" "Recent" 2 "Grassland" "22-aug" "Moraine" 3303.7830652285 581.937717630899 0.187397497152777 4.7 12.2 15.4 20.5 242 84 163 36.5 2.16 16.9 0.6 -27.94 NA 156 122 278 319.9 108.2 428.2 163.9 -13.8 150.2 183920 -0.168447566144 581.301038147 431.55805798264 17.9972120917371 NA 64.9 13.125 1.105 33.8802783480064 NA NA 1.431 4.67090160533907 7.3461575925256 3.28680617569458 8.26443329056916 -0.512186673451951 NA 1062.13565 3.163537262 3.510469401 0.247812251 5.15049741238805 3.33073259992637 0.646681734450589
"87" "Sample_087" 50 65.1477777777778 19.2994444444444 "Forest" "Forest" 4 "Forest" "23-aug" "Peat" 5151.64973275078 346.076779773547 0.14715825141571 4.1 9.7 35.2 19.6 179 23 18 41.6 1.817 22.9 1.61 -29.6 NA 220 0 220 340 0.9 340.9 120 0.9 120.9 159760 1.98044092136 611.49426472 502.116800030695 29.2530335760068 561.146128068499 93.45 10.177875 0.853628902877255 19.0920101470091 166.466242210395 8.71915743437174 7.467 32.0824736662477 33.5082144901053 52.6868616687875 37.2924314827923 9.86607047651409 2.54761752317867 633.3086821 2.342067405 2.602805151 0.226406722 4.94631881213612 3.97266945874168 0.803156773678736
"88" "Sample_088" 50 65.1902777777778 19.2558333333333 "Grazed grassland" "Managed" 1 "Grassland" "23-aug" "Peat" 5151.64973275078 468.866600350345 0.200914046036406 5.4 19.8 21.2 9.1 719 28 168 40.6 3.18 12.8 3.6 -28.61 NA 784.6 384.1 1168.7 998.4 329.6 1328 213.8 -54.5 159.3 159760 1.98044092136 611.49426472 477.704092475164 26.8945984401337 537.372385927669 83.66 7.64042222222222 0.859320043501706 19.8080004055668 166.466242210395 8.40399024646685 2.996 8.33513533727165 19.1502107772115 17.5976219725543 20.7780571032023 30.2393023465337 0.600985427265342 721.622185 2.733573115 2.363687447 0.215267318 3.71476790787344 2.43278905524431 0.654896649152165
"89" "Sample_089" 53 61.1775 13.6947222222222 "Forest" "Forest" 4 "Forest" "25-aug" "Moraine" 2020.73559445436 242.523705324581 0.154748964671861 4.3 8.8 52.6 21.3 125 25 7 27.6 0.681 40.5 -1.09 -29.03 NA 65.4 0.4 65.8 8.9 2.6 11.5 -56.5 2.2 -54.3 113050 3.6222146576 811.066666667 507.238915020743 36.7234614731374 553.735109153024 122 7.78906357375407 0.740122691382098 14.548193911097 153.638405402644 10.5606514692833 2.684 35.7761685683084 28.0853101775875 54.3796051879291 63.5056056462841 27.9478221404497 9.84767370999473 463.6723546 2.215710734 2.881833231 0.228957647 4.8380367116999 3.92865356330353 0.812034673859089
"90" "Sample_090" 53 61.1955555555556 13.6908333333333 "Grazed grassland" "Managed" 1 "Grassland" "25-aug" "Moraine" 2020.73559445436 401.705704949555 0.167475402138493 4.8 4.6 31.7 14 74 391 22 35.5 1.75 20.3 3.62 -27.77 NA 293.4 5.9 299.3 425.4 4.4 429.7 132 -1.5 130.4 113050 3.6222146576 811.066666667 466.734028024856 20.2683329342288 457.513332298216 64.9 8.40077777777778 0.8525 20.5098466709555 82.408152652557 4.01797994761497 1.485 16.8224516530059 5.3021420852551 28.0960879956152 18.1691692804528 14.8273409656306 3.30750577537467 517.2082876 2.987844375 2.553907452 0.185811473 4.7246589382743 2.76863294199089 0.585996360406523
"91" "Sample_091" 54 61.0094444444444 14.6219444444444 "Forest" "Forest" 4 "Forest" "25-aug" "Moraine" 3294.76620386717 66.8 0.73 4 2.4 12.7 3.9 31 47 19 5.86 0.185 31.7 1.95 -28.43 42.8 8.9 0 8.9 43.2 0 43.2 34.3 0 34.3 104560 4.98080115667 606.065523125 506.662242662629 39.3531451131195 561.146128068499 118.125 7.10844166666667 0.607698691845726 13.1689849896613 166.466242210395 12.6407800100831 0.39 1.20493944694097 0.908620341011938 5.21066148280131 6.48358554870538 1.58184523113796 0.532319738478625 NA NA NA NA 4.61735136177365 3.35513911308347 0.726637167112765
"92" "Sample_092" 54 60.9813888888889 14.6413888888889 "Abandoned former arable field" "Late" 3 "Grassland" "25-aug" "Silty clay" 3294.76620386717 49.1 1.22 5.2 2.4 15.6 14.1 204 47 36 5.54 0.42 13.2 3.69 -28.15 67.6 9.8 2.8 12.6 138.5 3.3 141.8 128.7 0.5 129.2 104560 4.98080115667 606.065523125 446.425213182002 18.6404119916475 473.357061258449 69.4875 9.64425320512821 0.997989324303773 27.6436406022155 55.6817887436094 2.0142711860878 0.885 2.05742800736293 0.406413114034454 5.97534101879467 4.4755938793198 4.63056354882329 0.165203598304925 NA NA NA NA 4.96286872921314 3.35759091362345 0.676542358225098
"93" "Sample_093" 55 61.0094444444444 14.6127777777778 "Forest" "Forest" 4 "Forest" "25-aug" "Moraine" 3927.88421158843 18.6 1.15 4.1 4.3 12 4.5 30 49 29 9.19 0.277 33.2 1.29 -28.45 105.7 9.3 0 9.3 17.9 0 17.9 8.6 0 8.6 104560 4.98080115667 606.065523125 505.909645031764 37.5412836264539 556.125235375825 122 7.51224030172414 0.733040327914871 14.2353015917468 155.943314789602 10.9546899153871 0.212 0.835696672152593 0.365495608923192 2.95136304558982 4.39693507425654 1.01060318548583 0.34916630329741 427.8971757 1.986902605 3.046264556 0.231128422 3.84234436161156 2.81343405052965 0.732218090246766
"94" "Sample_094" 55 60.9769444444444 14.6411111111111 "Former open land" "Late" 3 "Grassland" "25-aug" "Silty clay" 3927.88421158843 48.3 0.51 5.4 8.3 18.9 9.9 110 68 22 6.24 0.45 13.9 7.27 -28.4 31.8 16.6 44.3 60.9 70 45.3 115.3 53.4 1 54.4 104560 4.98080115667 606.065523125 461.835793518477 22.4131515329609 456.685753077262 74.075 10.3933103070175 1.04771204834357 27.3183775240499 86.1486098415759 3.15350389186673 0.803 0.625933997082346 0.400422497102193 5.25585854879408 2.66227501169105 2.52125452050321 -0.107118470857306 969.7453524 2.542044858 2.616722827 0.191465245 5.19119291875803 3.0997648625619 0.597119951246873
"95" "Sample_095" 57 60.4675 14.2788888888889 "Forest" "Forest" 4 "Forest" "26-aug" "Moraine" 6081.56522407965 NA NA 4.4 2.7 12.9 5.5 36 75 22 11.74 0.327 35.9 0.71 -28.04 NA 67.6 35.1 102.7 8.5 0 8.5 -59.1 -35.1 -94.2 104320 4.6260056757 606.620357073 506.662242662629 39.3531451131195 561.146128068499 118.125 7.10844166666667 0.607698691845726 13.1689849896613 166.466242210395 12.6407800100831 NA NA NA NA NA NA NA 562.8107701 1.826092431 2.674624723 0.212268707 4.64480669675095 3.35727903648255 0.722802746308254
"96" "Sample_096" 57 60.5116666666667 14.2136111111111 "Abandoned former arable field" "Late" 3 "Grassland" "26-aug" "Peat" 6081.56522407965 NA NA 5.5 8.2 14.7 17.7 388 43 108 26.3 1.498 17.6 2.22 -27.96 NA 78.1 40.7 118.8 243.5 53.8 297.3 165.4 13.1 178.5 104320 4.6260056757 606.620357073 459.404146188162 21.9422176028784 475.540016607522 76.2625 10.9418385813208 1.14361513062909 24.5550999611943 68.7803468313601 2.80106156928936 NA NA NA NA NA NA NA 760.9187664 2.620847793 2.381373518 0.193414357 5.07532752916537 2.88691351305728 0.568813243375453
"97" "Sample_097" 58 60.0141666666667 14.3086111111111 "Forest" "Forest" 4 "Forest" "26-aug" "Silt" 7960.32913262163 45.6747457085467 0.601810935367757 4.2 8.9 30.9 14.5 49 48 33 28.6 0.941 30.4 0.91 -28.58 NA 166.4 0.2 166.6 245.1 0.4 245.5 78.7 0.2 78.9 94550 4.56809315248 818.299434378 504.202473973784 39.2309770810657 561.146128068499 110.375 6.863825 0.618580464028157 13.053965757621 166.466242210395 12.7521586390872 2.378 4.68122250687838 0.53941270850358 11.0562066483454 13.8454047447495 3.61230797273901 -0.248752516924808 NA NA NA NA 4.67432647106201 3.91441522196549 0.837428717527325
"98" "Sample_098" 58 60.0666666666667 14.2113888888889 "Grazed grassland" "Managed" 1 "Grassland" "26-aug" "Moraine" 7960.32913262163 37.0677587566115 0.925643743276998 5.4 2.4 9.1 4.8 46 87 12 3.86 0.277 13.9 5.4 -27.87 NA 30.3 3.7 34 62.5 2.5 65.1 32.2 -1.2 31.1 94590 4.56809315248 834.968250336 446.44451239382 19.3482539385168 475.734946578615 57.9583333333333 12.652533953302 1.09343985787468 27.541808861519 69.578791751626 2.52629709622451 0.255 2.59392419980391 1.93297426533607 3.18750108189311 2.94739140747994 2.21459440363699 0.205934782093598 NA NA NA NA 4.7873175246453 3.15471124316492 0.658972634867928
"99" "Sample_099" 59 59.4347222222222 16.0925 "Forest" "Forest" 4 "Forest" "27-aug" "Moraine" 4389.91890414508 28.3769372864871 1.04737733802434 4.9 3.2 13.9 14.7 46 51 85 1.28 0.079 16.2 1.88 -28.35 NA 6.5 4.8 11.3 86.7 0.5 87.2 80.2 -4.3 75.9 96250 6.9374290396 655.679902085 483.129897464859 22.3457068309905 436.836598335696 63.3 12.9522041978777 1.10226757049681 23.7151929160661 NA NA 0.385 5.25361248440923 0.810258717426097 4.32103832853818 3.56988771095009 5.21846468183524 0.513990283117265 655.2922396 1.839266111 2.88017145 0.211762249 4.65930392310758 3.6107652180331 0.774958079065351
"100" "Sample_100" 59 59.4158333333333 16.0244444444444 "Abandoned grassland" "Recent" 2 "Grassland" "26-aug" "Moraine" 4389.91890414508 18.5707698131095 0.948161918661416 5.3 4.6 39.9 41 183 32 32 7.52 0.534 14.1 2.52 -27.92 NA 6.1 1.5 7.6 112.8 33.3 146.1 106.7 31.8 138.5 96250 6.9374290396 655.679902085 452.165845940117 21.6761030932716 456.54685923451 46.9 11.8391081844629 1.84892550532668 22.7363583945941 59.2173805539586 2.60452353566164 0.92 7.35486120872252 2.42302579472326 7.64924685909328 4.44078520577641 12.0582630456233 0.289362292476728 581.734771 2.599915228 2.750080071 0.213915274 4.78083173358442 3.71252293403067 0.776543317337633
"101" "Sample_101" 60 59.4419444444444 16.0855555555556 "Forest" "Forest" 4 "Forest" "27-aug" "Sand" 4903.44474914574 NA NA 4.5 12.3 52.5 32.7 188 27 35 33.4 1.51 22.1 -0.45 -28.03 NA 123.5 83.5 207 343.2 232.7 575.8 219.7 149.2 368.8 96250 6.9374290396 655.679902085 500.512820940517 39.0477250329851 561.146128068499 98.75 6.4969 0.634903122301804 12.8814369095605 166.466242210395 12.9229559853564 0.606 10.0827801866669 6.18578697514554 9.29042491476001 9.24475052309733 6.15520317995018 0.3423981165478 NA NA NA NA 4.51474283927342 3.74122997212067 0.828669562212046
"102" "Sample_102" 60 59.4169096598332 16.0142960583568 "Grazed grassland" "Managed" 1 "Grassland" "26-aug" "Fine clay" 4903.44474914574 30.0670450826932 1.21115614746188 5.3 14.4 96.2 59.3 158 57 128 10.6 0.879 12.1 5.41 -28.56 NA 17.3 36.1 53.4 244.4 166.7 411.1 227.1 130.6 357.7 96250 6.9374290396 655.679902085 446.345775767271 25.9111614875543 416.154313856074 NA 5.57466666666667 NA 24.9331964681129 64.9449987165846 2.60476023600275 0.349 18.7979284990379 4.08483495785883 25.8230780042333 5.37891291628186 21.6874948034915 2.57342600768801 NA NA NA NA 5.2664324583082 3.7352190314266 0.709250343756712
"103" "Sample_103" 61 59.3966666666667 15.5630555555556 "Forest" "Forest" 4 "Forest" "31-aug" "Sand" 220.651260093594 127 0.58 4.2 5.3 35.5 19.2 53 28 35 34.23 1.157 29.6 -2.53 -28.87 198.5 98.4 0.3 98.7 145.3 1 146.3 46.9 0.7 47.6 95250 6.47632785825 633.826621296 495.381478509229 28.7731125304557 523.724352483985 74.075 9.51917119756644 0.900760358224595 18.926822414346 101.352796872448 5.35498218631908 2.235 0.547060197175744 1.9082834402021 4.73710947171346 4.18744837311733 2.24527242820329 -1.03436071946668 NA NA NA NA 4.01685943134721 3.34018007000592 0.831540193799032
"104" "Sample_104" 61 59.3952777777778 15.5602777777778 "Abandoned grassland" "Recent" 2 "Grassland" "31-aug" "Sand" 220.651260093594 41.7 1.03 5.4 6.7 18.5 21.9 196 32 40 5.17 0.395 13.1 6.27 -28.04 NA 6.8 25.2 32 7.9 55.1 63 1.1 29.9 31 95250 6.47632785825 633.826621296 464.327199686691 22.9205226933794 473.693881967344 64.1928571428571 9.67075562992479 1.04134672038175 20.2967867876693 96.2876570537392 4.74398524559739 0.627 1.92804006893175 2.67107889101599 1.92853665235362 5.00903419034582 3.75067333091979 0.14608651547166 NA NA NA NA 4.67081622580756 2.86720119936589 0.613854423028635
"105" "Sample_105" 62 59.3966666666667 15.5577777777778 "Forest" "Forest" 4 "Forest" "31-aug" "Sand" 376.370369725382 145.7 0.31 4.6 4.6 26.7 16.2 46 127 76 16.2 0.7 23.1 -0.14 -28.15 50.2 75.7 0.5 76.2 147.6 0.3 147.9 71.9 -0.2 71.7 95250 6.47632785825 633.826621296 495.593283562828 38.8033889688775 NA 83.25 6.00766666666667 0.656666666666667 12.6513984454798 NA NA 1.763 9.35598093452781 1.9293920718277 12.3742089298381 18.160128561418 8.69436353631157 1.02344079097091 NA NA NA NA 4.37389909490803 3.56553706978235 0.815185031116342
"106" "Sample_106" 62 59.3933333333333 15.5588888888889 "Abandoned arable field" "Recent" 2 "Grassland" "31-aug" "Fine clay" 376.370369725382 80.0078738676368 0.780771171317601 5.4 3.5 17.4 9.2 105 148 55 4.77 0.345 13.8 2.85 -28.69 NA 60 52.6 112.6 38.7 60.1 98.8 -21.3 7.5 -13.8 95250 6.47632785825 633.826621296 NA NA NA NA NA NA NA NA NA 1.244 0.912136884164902 0.0299562696988269 8.39876698355478 4.35793052726141 1.51102736720596 0.0274481542986396 NA NA NA NA 4.68952240813644 3.1850033498537 0.679174353517884
"107" "Sample_107" 63 59.3897222222222 15.5497222222222 "Forest" "Forest" 4 "Forest" "31-aug" "Peat" 2573.21889513486 25.6 1.02 4.2 7.4 33 26.1 69 62 136 46.4 2.16 21.5 -0.57 -28.63 473.3 175.2 7.8 183 479.8 6.1 485.9 304.6 -1.7 302.9 95250 6.47632785825 633.826621296 496.491353889893 27.0144032368476 507.167438970311 72.24 10.2584534126984 0.964245953206981 20.0271900966634 110.90188110748 5.53756570802996 3.166 12.9188073377719 10.3848915059493 33.3081067252601 18.0165390899503 23.3298235040987 -1.38714907075053 737.7569806 2.146913984 2.611444894 0.213534135 3.33342571231864 3.0314673584678 0.909415004289743
"108" "Sample_108" 63 59.3927777777778 15.5947222222222 "Abandoned grassland" "Recent" 2 "Grassland" "31-aug" "Moraine" 2573.21889513486 19.7994212595217 1.11171498197982 5.2 2.6 13.2 9.4 67 57 17 4.47 0.32 14 3.7 -28.05 49.7 9.3 16.3 25.6 54.1 8.9 63 44.8 -7.4 37.4 95250 6.47632785825 633.826621296 444.406886197752 21.8126485726732 NA 33.05 7.5 0.945 23.9650268229845 61.5688888888889 2.56911412382978 0.302 4.71878784786695 0.786474810191237 6.53261591937193 5.27099545851952 2.62726900685885 0.705524152006606 519.6695934 2.355311534 2.901182442 0.228508491 3.90207124522892 3.56316085922514 0.913146028172047
"109" "Sample_109" 64 59.3888888888889 15.5572222222222 "Forest" "Forest" 4 "Forest" "31-aug" "Moraine" 1987.32989063738 65.9 0.49 4.3 4.6 16.2 18.1 33 100 101 12 0.55 21.8 0.53 -27.86 58.8 15.4 0.2 15.6 42.6 0 42.6 27.2 -0.2 27 95250 6.47632785825 633.826621296 499.282936596095 38.9866410169582 561.146128068499 94.875 6.37459166666667 0.64034400839302 12.8239272935403 166.466242210395 12.9809097010592 0.846 8.75116069587376 1.18284739422372 9.55796240563578 13.4750086610277 7.43593571552936 3.2444958006791 NA NA NA NA 2.89850474075203 2.54596320664636 0.878371241161331
"110" "Sample_110" 64 59.3922222222222 15.5916666666667 "Grazed arable field" "Managed" 1 "Grassland" "31-aug" "Fine sand" 1987.32989063738 36.1 1.34 5.7 4.2 7.1 7.1 165 24 46 3.11 0.232 13.4 4.3 -29.22 41.7 3.2 3 6.2 1.8 15.8 17.6 -1.4 12.8 11.4 95250 6.47632785825 633.826621296 NA NA NA NA NA NA NA NA NA 0.751 0.902114993798775 0.639455634707155 7.93365958233635 1.47998260531352 1.30554663753101 -0.397178195630299 NA NA NA NA 4.74893023776863 3.13516167718641 0.660182719100022
"111" "Sample_111" 65 58.9469444444444 15.2058333333333 "Forest" "Forest" 4 "Forest" "01-sep" "Moraine" 2161.36957253131 122.552824493316 0.261752625145183 4.2 2.3 18.7 11.8 45 117 52 21 0.633 33.2 -0.34 -28.13 NA 34.1 0.2 34.3 123.9 0 123.9 89.8 -0.2 89.6 85520 6.49602409522 921.408197891 494.675863808791 37.7952144324734 523.873343284009 83.25 6.16161116397083 0.671936980452809 13.247131982141 87.6170897581621 6.61404218485043 NA NA NA NA NA NA NA NA NA NA NA 3.35828742087194 2.71138677048458 0.807371862703938
"112" "Sample_112" 65 58.9544444444444 15.1711111111111 "Grazed arable field" "Managed" 1 "Grassland" "01-sep" "Moraine" 2161.36957253131 106.798961734908 0.674021475228314 5.9 4.7 39.6 26 293 79 34 11.3 0.873 12.9 5.16 -28.85 76.2 36.2 88 124.2 2.7 206.1 208.8 -33.5 118.1 84.6 85520 6.49602409522 921.408197891 444.917342372614 17.849179289429 424.258363783523 46.0928571428571 13.6328456985946 0.684333333333333 30.6775549879961 54.0177098561611 1.76082187375421 NA NA NA NA NA NA NA NA NA NA NA 4.9270252806548 3.20257888335411 0.650002527068115
"113" "Sample_113" 66 58.9436111111111 15.2058333333333 "Forest" "Forest" 4 "Forest" "01-sep" "Moraine" 2425.85270528826 45.1638625308986 0.707770520040047 4.8 2.3 12.7 9.8 42 63 54 5.82 0.23 25.3 0.79 -28.51 NA 8.5 0.6 9.1 75.8 0 75.8 67.3 -0.6 66.7 85520 6.49602409522 921.408197891 495.967378308584 28.9476134958723 NA 74.075 9.56633333333333 0.880833333333333 18.8044620669083 NA NA NA NA NA NA NA NA NA NA NA NA NA 4.32726978072445 3.69387950621702 0.853628198239725
"114" "Sample_114" 66 58.9535233074852 15.1682088426881 "Grazed grassland" "Managed" 1 "Grassland" "01-sep" "Moraine" 2425.85270528826 23.5555412120822 1.56529537186594 5.9 12.8 33.4 25.3 170 39 38 4.81 0.436 11 5.12 -29.24 NA 12.2 135.6 147.8 3.6 4.2 7.8 -8.6 -131.4 -140 85520 6.49602409522 921.408197891 450.29033481537 19.9091749065185 450.223292566175 32.8571428571429 17.9611774425287 1.70326742184375 27.2402956845724 78.5108183090724 2.88215734580067 NA NA NA NA NA NA NA NA NA NA NA 5.04680342701029 3.62899112124409 0.719067261827929
"115" "Sample_115" 67 58.9402777777778 15.2063888888889 "Forest" "Forest" 4 "Forest" "01-sep" "Peat" NA NA NA 4.8 2 12.4 5.1 26 109 94 6.58 0.27 24.4 0.88 -27.92 NA 0 0 0 58.7 0 58.7 58.7 0 58.7 85520 6.49602409522 921.408197891 495.720785455445 30.4815736928317 507.955204765152 75.91 8.89759632284922 0.867026655283706 17.7440987823601 102.448356525695 5.7736579232495 NA NA NA NA NA NA NA NA NA NA NA 4.18355908735477 3.3242951244709 0.794609339812821
"116" "Sample_116" 68 58.9469444444444 15.2125 "Forest" "Forest" 4 "Forest" "01-sep" "Moraine" 5318.61641854742 82.1332652143176 0.370251853657821 4 6.8 28 14.4 63 81 28 28.9 0.887 32.6 -1.37 -28.19 NA 29.2 0 29.2 134.7 0 134.7 105.5 0 105.5 85520 6.49602409522 921.408197891 507.892127007051 39.4142291291464 561.146128068499 122 7.23075 0.60225780575451 13.2264946056815 166.466242210395 12.5858171173252 2.065 16.5963557518893 14.8061599045455 20.7606646668102 27.9415379463595 12.2139393127412 1.17633357792856 612.345957 1.896459381 2.96074789 0.221424994 3.38291150694525 3.05352021136212 0.902630827053301
"117" "Sample_117" 68 58.9652777777778 15.1269444444444 "Abandoned grassland" "Recent" 2 "Grassland" "01-sep" "Moraine" 5318.61641854742 61.5398469053619 0.606071893366563 5.2 2.6 15.9 7.5 51 52 20 1.87 0.15 12.5 5.91 -28.21 NA 15.7 34.3 50 78.8 17.2 96 63.1 -17.1 46 95040 6.49602409522 688.266261051 423.682951426568 26.9656100376775 493.383307479652 33.05 13.0138239795918 0.470844954399817 19.7601665712926 58.1225793359856 2.94140128456334 0.517 5.39669106917246 2.02837021849363 6.71315516233677 4.42941131305467 2.26617147719938 0.327368636224069 494.1856838 2.797511781 2.955208837 0.205149835 4.87982434105457 3.35724785120373 0.687985389752412
"118" "Sample_118" 69 58.8966666666667 14.8733333333333 "Forest" "Forest" 4 "Forest" "02-sep" "Peat" 2574.78172250048 86.6628085505958 0.174501750096789 4.3 4.4 10 11.2 35 99 82 9.65 0.493 19.6 2.68 -27.27 16.8 7.3 0.3 7.6 99.4 0 99.4 92.1 -0.3 91.8 84580 6.56747262616 720.419397078 495.593283562828 38.8033889688775 NA 83.25 6.00766666666667 0.656666666666667 12.6513984454798 NA NA 1.719 6.30948449823311 2.14262524657723 5.60611705423546 6.29678395565293 5.04734417303988 1.13522713807664 538.6854168 2.093830014 3.242891205 0.226054499 3.32788963044264 2.92779531368221 0.87977536481364
"119" "Sample_119" 69 58.8738888888889 14.8655555555556 "Grazed grassland" "Managed" 1 "Grassland" "01-sep" "Moraine" 2574.78172250048 37.1087872050087 0.959251696764268 5 3.7 17.5 13.3 59 100 134 7.84 0.435 18 1.94 -28.25 NA 24.4 1.3 25.7 134 2.7 136.6 109.6 1.4 110.9 84580 6.56747262616 720.419397078 455.355530691309 21.3758871388876 464.321591747134 34.9 13.6181218974435 1.93910652454135 23.7807234882473 53.5114491023938 2.25020273789567 0.811 5.03495952035901 3.15739801507756 8.29475130587855 4.22259724001642 6.3028820557123 0.0311652102183225 642.539343 2.203107132 2.846084244 0.219266654 4.1469120630632 3.11368841762659 0.750845055375157
"120" "Sample_120" 70 58.8933333333333 14.8602777777778 "Forest" "Forest" 4 "Forest" "02-sep" "Moraine" 2727.34917200012 44.1 0.68 5.1 5.2 18.7 40 106 92 63 7.09 0.487 14.6 1.74 -28.15 48.2 8.4 5.2 13.6 105.6 16.9 122.5 97.2 11.7 108.9 84580 6.56747262616 720.419397078 491.950120811948 35.8968845643698 512.67981338543 83.25 6.33639314331502 0.750914137771184 14.5058714412416 82.1376774752211 5.66237456384012 1.921 9.06244996636963 4.03056734248363 7.60651392888125 16.1816908096453 5.19068650402381 0.576843833497186 482.0161137 3.018276641 2.886660965 0.206552208 3.66935545085258 2.51173594550221 0.684516934689064
"121" "Sample_121" 70 58.8747222222222 14.8911111111111 "Abandoned former arable field" "Late" 3 "Grassland" "01-sep" "Silty clay" 2727.34917200012 89.3 0.73 5.2 4.3 22.3 39.1 292 83 214 12.8 0.935 13.7 3.3 -29.82 93.4 7.7 83.8 91.5 138.6 128.8 267.5 130.9 45 176 84580 6.56747262616 720.419397078 445.974216526876 17.9057786807195 491.076221975722 NA 19.4343461538462 0.55155397516871 28.8597401793611 68.0875912840214 2.35925863714858 0.839 3.3834696665981 4.09391566463097 8.68133651424651 1.08836309076574 6.98880468266658 0.321653844726867 899.3833796 2.031976554 2.67413514 0.191159047 4.62772337405015 2.84706622361595 0.615219621721732
"122" "Sample_122" 71 58.8475 14.7813888888889 "Forest" "Forest" 4 "Forest" "02-sep" "Sandy silt" 5057.2700900691 213.659334410481 0.216405873462528 4 6.6 17.4 10.2 27 69 56 14.8 0.489 30.3 0.85 -28.57 NA 27.7 0.4 28.1 208.1 90.5 298.6 180.4 90.1 270.5 84490 6.56747262616 764.78 505.432358318206 39.2920610970926 561.146128068499 114.25 6.98613333333333 0.613139577936941 13.1114753736412 166.466242210395 12.6962250598474 NA NA NA NA NA NA NA NA NA NA NA 3.09797609211701 2.37858955669132 0.767788222363558
"123" "Sample_123" 71 58.86 14.8658333333333 "Grazed former arable field" "Managed" 1 "Grassland" "01-sep" "Peat" 5057.2700900691 NA NA 4.4 8.9 33.8 9.2 37 149 164 34.2 2.12 16.1 3.42 -28.87 NA 193 168.8 361.8 168.9 92.7 261.6 -24.1 -76.1 -100.2 84580 6.56747262616 720.419397078 446.657763810619 19.1927630672379 422.780617498488 39.1857142857143 16.3361379835244 0.8525 27.6609208037752 48.0198412698413 1.73601745258196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"124" "Sample_124" 72 58.8475 14.7747222222222 "Forest" "Forest" 4 "Forest" "02-sep" "Silt" 5102.49354813757 22.5 1.08 4.2 2.5 6.9 3.6 24 43 49 4.91 0.18 27.3 0.32 -28.02 53 7.3 0 7.3 9.4 0.4 9.8 2.1 0.4 2.5 84490 6.56747262616 764.78 505.195424207953 37.8459153382876 558.707721587271 122 7.33102160493827 0.655870050941512 14.0941645689004 158.535408795821 11.2483012399074 1.19 1.16567695691746 3.94187197638008 2.98345844234113 3.50012567625818 4.18386318331188 -0.184899229243965 NA NA NA NA 2.65339056233097 2.08843774058492 0.787082674610199
"125" "Sample_125" 72 58.8511111111111 14.8630555555556 "Grazed arable field" "Managed" 1 "Grassland" "01-sep" "Moraine" 5102.49354813757 25.9 1.42 5.5 3.3 12.8 22.1 110 29 66 2.78 0.232 12 5.34 -29.01 39.5 5.5 15 20.5 8.6 56.3 64.9 3.1 41.3 44.4 84580 6.56747262616 720.419397078 455.669945693971 19.8441653460772 483.995651026619 58.2375 14.2164630546149 0.863016231103211 25.9579643626853 78.370410658587 3.01912775453397 0.573 7.39419907521542 1.8331486401053 6.64296974205429 1.41403845207829 7.37428572609558 0.16997615325857 NA NA NA NA NA NA NA
"126" "Sample_126" 73 59.5382543774394 12.5524517881507 "Forest" "Forest" 4 "Forest" "02-sep" "Sand" 4840.74404741742 NA NA 5.6 2.3 29 25.3 308 299 23 25.42 1.21 21 1.67 -27.94 NA 36.7 1.1 37.8 143.8 17.6 161.3 107.1 16.5 123.5 92400 6.18302855273 700.64148098 503.047408578513 37.1987379704378 561.146128068499 104.665 7.45325 0.668854683452706 14.2270688658865 166.466242210395 11.7006703052901 2.676 8.70439224302071 7.15812896514876 14.628354160889 15.5914262899314 18.8009546162398 -0.519190746684947 607.0020525 2.456693338 2.945460221 0.175589234 3.88776922850328 3.18628715054007 0.819566945275385
